	0	1	2	3
0	0.0392530487805	0.0	0.0483870967742	0.025
1	0.0430640243902	0.0588235294118	0.0430107526882	0.0
2	0.0392530487805	0.0	0.0416666666667	0.0
3	0.0407774390244	0.0588235294118	0.0389784946237	0.0
4	0.0419207317073	0.0	0.0349462365591	0.05
5	0.0419207317073	0.0	0.0376344086022	0.0
6	0.0423018292683	0.0588235294118	0.0376344086022	0.0
7	0.0419207317073	0.117647058824	0.0376344086022	0.0
8	0.0423018292683	0.117647058824	0.0349462365591	0.025
9	0.0453506097561	0.117647058824	0.0389784946237	0.0
10	0.0442073170732	0.0	0.0403225806452	0.0
11	0.0430640243902	0.0588235294118	0.0403225806452	0.0
12	0.0442073170732	0.117647058824	0.0362903225806	0.05
13	0.0430640243902	0.0	0.0443548387097	0.025
14	0.0438262195122	0.0	0.0416666666667	0.025
15	0.0426829268293	0.0	0.0443548387097	0.025
16	0.0442073170732	0.0	0.0403225806452	0.05
17	0.0430640243902	0.0	0.0416666666667	0.05
18	0.0415396341463	0.0	0.0456989247312	0.05
19	0.0419207317073	0.0	0.0497311827957	0.025
20	0.0388719512195	0.0	0.0564516129032	0.1
21	0.0400152439024	0.0588235294118	0.0510752688172	0.075
22	0.0377286585366	0.235294117647	0.0443548387097	0.275
23	0.0335365853659	0.0	0.0295698924731	0.15
