	0	1	2
0	0.0256934306569	0.00029197080292	0.00788321167883
1	0.0256934306569	0.00029197080292	0.00788321167883
2	0.0256934306569	0.00029197080292	0.00788321167883
3	0.0256934306569	0.00029197080292	0.00788321167883
4	0.0256934306569	0.00029197080292	0.00788321167883
5	0.0256934306569	0.00029197080292	0.00788321167883
6	0.0256934306569	0.00029197080292	0.00788321167883
7	0.0256934306569	0.00029197080292	0.00788321167883
8	0.0256934306569	0.00029197080292	0.00788321167883
9	0.0256934306569	0.00029197080292	0.00788321167883
10	0.0256934306569	0.00029197080292	0.00788321167883
11	0.0256934306569	0.00029197080292	0.00788321167883
12	0.0256934306569	0.00029197080292	0.00788321167883
13	0.0256934306569	0.00029197080292	0.00788321167883
14	0.0256934306569	0.00029197080292	0.00788321167883
15	0.0256934306569	0.00029197080292	0.00788321167883
16	0.0256934306569	0.00029197080292	0.00788321167883
17	0.0256934306569	0.00029197080292	0.00788321167883
18	0.0256934306569	0.00029197080292	0.00788321167883
19	0.0256934306569	0.00029197080292	0.00788321167883
20	0.0256934306569	0.00029197080292	0.00788321167883
21	0.0256934306569	0.00029197080292	0.00788321167883
22	0.0256934306569	0.00029197080292	0.00788321167883
23	0.0256934306569	0.00029197080292	0.00788321167883
