	0	1	2	3	4	5	6	7	8	9
0	0.0379338175948	0.0508474576271	0.0	0.045101088647	0.0	0.03125	0.0751445086705	0.0	0.0	0.0
1	0.0431799838579	0.0169491525424	0.0	0.045101088647	0.0	0.0	0.0462427745665	0.0	0.142857142857	0.0
2	0.0399515738499	0.0508474576271	0.0	0.0435458786936	0.0	0.0	0.0231213872832	0.0	0.0	0.0
3	0.0411622276029	0.0338983050847	0.0	0.0419906687403	0.0	0.0	0.028901734104	0.166666666667	0.0	0.0
4	0.044390637611	0.0	0.0	0.0404354587869	0.0	0.03125	0.0	0.0	0.0	0.0714285714286
5	0.0427764326069	0.0169491525424	0.0	0.0419906687403	0.0	0.0	0.0231213872832	0.0	0.0	0.0
6	0.044390637611	0.0169491525424	0.0	0.0419906687403	0.0	0.0	0.00578034682081	0.0	0.142857142857	0.0
7	0.0427764326069	0.0169491525424	0.5	0.0419906687403	0.0	0.0	0.0231213872832	0.0	0.0	0.0
8	0.044390637611	0.0169491525424	0.5	0.0388802488336	0.111111111111	0.0	0.00578034682081	0.0	0.0	0.0
9	0.047215496368	0.0	0.0	0.045101088647	0.0	0.0	0.0115606936416	0.333333333333	0.0	0.0
10	0.045601291364	0.0169491525424	0.0	0.045101088647	0.0	0.0	0.0173410404624	0.0	0.0	0.0
11	0.044794188862	0.0338983050847	0.0	0.0404354587869	0.0	0.0625	0.0115606936416	0.166666666667	0.0	0.0
12	0.0431799838579	0.0677966101695	0.0	0.0357698289269	0.0	0.03125	0.0520231213873	0.333333333333	0.0	0.0714285714286
13	0.044390637611	0.0508474576271	0.0	0.0466562986003	0.0	0.03125	0.0173410404624	0.0	0.0	0.0
14	0.043583535109	0.0338983050847	0.0	0.045101088647	0.0	0.03125	0.0404624277457	0.0	0.0	0.0
15	0.0411622276029	0.0	0.0	0.0513219284603	0.0	0.03125	0.0578034682081	0.0	0.0	0.0
16	0.044794188862	0.0338983050847	0.0	0.0435458786936	0.0	0.03125	0.028901734104	0.0	0.0	0.0714285714286
17	0.0423728813559	0.0338983050847	0.0	0.0435458786936	0.0	0.03125	0.0520231213873	0.0	0.0	0.0714285714286
18	0.0415657788539	0.0338983050847	0.0	0.045101088647	0.0	0.0	0.0520231213873	0.0	0.0	0.142857142857
19	0.0415657788539	0.0508474576271	0.0	0.049766718507	0.0	0.03125	0.0520231213873	0.0	0.0	0.0
20	0.0367231638418	0.101694915254	0.0	0.0435458786936	0.222222222222	0.1875	0.0809248554913	0.0	0.0	0.0714285714286
21	0.0375302663438	0.186440677966	0.0	0.0357698289269	0.222222222222	0.0625	0.0809248554913	0.0	0.142857142857	0.0714285714286
22	0.0334947538337	0.0847457627119	0.0	0.0311041990669	0.222222222222	0.375	0.104046242775	0.0	0.571428571429	0.214285714286
23	0.0310734463277	0.0508474576271	0.0	0.0171073094868	0.222222222222	0.03125	0.109826589595	0.0	0.0	0.214285714286
